0.5000000000 0.0000000000
0.6000000000 0.0000000000
0.7000000000 0.0000000000
0.8000000000 0.0000000000
0.9000000000 0.0000000000
1.0000000000 0.0000998803
1.0000000000 0.0000998704
1.0000000000 0.0000998604
1.0000000000 0.0000998504
1.0000000000 0.0000998405
1.0000000000 0.0000998305
1.0000000000 0.0000998205
1.0000000000 0.0000998106
1.0000000000 0.0000998006
1.0000000000 0.0000997906
1.0000000000 0.0000997807
1.0000000000 0.0000997707
1.0000000000 0.0000997608
1.0000000000 0.0000997508
1.0000000000 0.0000997409
1.0000000000 0.0000997309
1.0000000000 0.0000997210
1.0000000000 0.0000997110
1.0000000000 0.0000997011
1.0000000000 0.0000996911
1.0000000000 0.0000996812
1.0000000000 0.0000996713
1.0000000000 0.0000996613
1.0000000000 0.0000996514
1.0000000000 0.0000996415
1.0000000000 0.0000996315
1.0000000000 0.0000996216
1.0000000000 0.0000996117
1.0000000000 0.0000996018
1.0000000000 0.0000995918
1.0000000000 0.0000995819
1.0000000000 0.0000995720
1.0000000000 0.0000995621
1.0000000000 0.0000995522
1.0000000000 0.0000995423
1.0000000000 0.0000995324
1.0000000000 0.0000995225
1.0000000000 0.0000995126
1.0000000000 0.0000995027
1.0000000000 0.0000994928
1.0000000000 0.0000994829
1.0000000000 0.0000994730
1.0000000000 0.0000994631
1.0000000000 0.0000994532
1.0000000000 0.0000994433
1.0000000000 0.0000994334
1.0000000000 0.0000994235
1.0000000000 0.0000994136
1.0000000000 0.0000994037
1.0000000000 0.0000993939
1.0000000000 0.0000993840
1.0000000000 0.0000993741
1.0000000000 0.0000993642
1.0000000000 0.0000993543
1.0000000000 0.0000993445
1.0000000000 0.0000993346
1.0000000000 0.0000993247
1.0000000000 0.0000993149
1.0000000000 0.0000993050
1.0000000000 0.0000992951
1.0000000000 0.0000992853
1.0000000000 0.0000992754
1.0000000000 0.0000992656
1.0000000000 0.0000992557
1.0000000000 0.0000992459
1.0000000000 0.0000992360
1.0000000000 0.0000992262
1.0000000000 0.0000992163
1.0000000000 0.0000992065
1.0000000000 0.0000991966
1.0000000000 0.0000991868
1.0000000000 0.0000991770
1.0000000000 0.0000991671
1.0000000000 0.0000991573
1.0000000000 0.0000991475
1.0000000000 0.0000991376
1.0000000000 0.0000991278
1.0000000000 0.0000991180
1.0000000000 0.0000991082
1.0000000000 0.0000990983
1.0000000000 0.0000990885
1.0000000000 0.0000990787
1.0000000000 0.0000990689
1.0000000000 0.0000990591
1.0000000000 0.0000990492
1.0000000000 0.0000990394
1.0000000000 0.0000990296
1.0000000000 0.0000990198
1.0000000000 0.0000990100
1.0000000000 0.0000990002
1.0000000000 0.0000989904
1.0000000000 0.0000989806
1.0000000000 0.0000989708
1.0000000000 0.0000989610
1.0000000000 0.0000989512
1.0000000000 0.0000989414
1.0000000000 0.0000989316
1.0000000000 0.0000989219
1.0000000000 0.0000989121
1.1000000000 0.0909090909
1.2000000000 0.1666666667
1.3000000000 0.2307692308
1.4000000000 0.2857142857
1.5000000000 0.3333333333
1.6000000000 0.3750000000
1.7000000000 0.4117647059
1.8000000000 0.4444444444
1.9000000000 0.4736842105
1.9000000000 0.4736842105
2.0000000000 0.5000000000
2.1000000000 0.5238095238
2.2000000000 0.5454545455
2.3000000000 0.5652173913
2.3000000000 0.5652173913
2.4000000000 0.5833333333
2.5000000000 0.6000000000
2.6000000000 0.6153846154
2.6000000000 0.6153846154
2.7000000000 0.6296296296
2.7000000000 0.6296296296
2.8000000000 0.6428571429
2.8000000000 0.6428571429
2.9000000000 0.6551724138
2.9000000000 0.6551724138
3.0000000000 0.6690134800
3.0000000000 0.6643033307
3.0000000000 0.6690132465
3.0000000000 0.6643035675
3.0000000000 0.6690130131
3.0000000000 0.6643038042
3.0000000000 0.6690127798
3.0000000000 0.6643040408
3.0000000000 0.6690125465
3.0000000000 0.6643042773
3.0000000000 0.6690123133
3.0000000000 0.6643045138
3.0000000000 0.6690120802
3.0000000000 0.6643047502
3.0000000000 0.6690118472
3.0000000000 0.6643049865
3.0000000000 0.6690116142
3.0000000000 0.6643052228
3.0000000000 0.6690113813
3.0000000000 0.6643054590
3.0000000000 0.6690111484
3.0000000000 0.6643056951
3.0000000000 0.6690109156
3.0000000000 0.6643059312
3.0000000000 0.6690106829
3.0000000000 0.6643061672
3.0000000000 0.6690104503
3.0000000000 0.6643064031
3.0000000000 0.6690102177
3.0000000000 0.6643066389
3.0000000000 0.6690099852
3.0000000000 0.6643068747
3.0000000000 0.6690097528
3.0000000000 0.6643071104
3.0000000000 0.6690095205
3.0000000000 0.6643073460
3.0000000000 0.6690092882
3.0000000000 0.6643075815
3.0000000000 0.6690090559
3.0000000000 0.6643078170
3.0000000000 0.6690088238
3.0000000000 0.6643080524
3.0000000000 0.6690085917
3.0000000000 0.6643082878
3.0000000000 0.6690083597
3.0000000000 0.6643085231
3.0000000000 0.6690081277
3.0000000000 0.6643087583
3.0000000000 0.6690078959
3.0000000000 0.6643089934
3.0000000000 0.6690076641
3.0000000000 0.6643092285
3.0000000000 0.6690074323
3.0000000000 0.6643094635
3.0000000000 0.6690072007
3.0000000000 0.6643096984
3.0000000000 0.6690069691
3.0000000000 0.6643099332
3.0000000000 0.6690067375
3.0000000000 0.6643101680
3.0000000000 0.6690065061
3.0000000000 0.6643104027
3.0000000000 0.6690062747
3.0000000000 0.6643106374
3.0000000000 0.6690060433
3.0000000000 0.6643108719
3.0000000000 0.6690058121
3.0000000000 0.6643111064
3.0000000000 0.6690055809
3.0000000000 0.6643113409
3.0000000000 0.6690053498
3.0000000000 0.6643115752
3.0000000000 0.6690051187
3.0000000000 0.6643118095
3.0000000000 0.6690048877
3.0000000000 0.6643120438
3.0000000000 0.6690046568
3.0000000000 0.6643122779
3.0000000000 0.6690044260
3.0000000000 0.6643125120
3.0000000000 0.6690041952
3.0000000000 0.6643127460
3.0000000000 0.6690039645
3.0000000000 0.6643129800
3.0000000000 0.6690037339
3.0000000000 0.6643132138
3.0000000000 0.6690035033
3.0000000000 0.6643134476
3.0000000000 0.6690032728
3.0000000000 0.6643136814
3.0000000000 0.6690030423
3.0000000000 0.6643139150
3.0000000000 0.6690028120
3.0000000000 0.6643141486
3.0000000000 0.6690025817
3.0000000000 0.6643143822
3.0000000000 0.6690023515
3.0000000000 0.6643146156
3.0000000000 0.6690021213
3.1000000000 0.7645665200
3.1000000000 0.5580141252
3.2000000000 0.7994554905
3.2000000000 0.5130445095
3.3000000000 0.8236032832
3.3000000000 0.4794270198
3.4000000000 0.8421543994
3.4000000000 0.4519632476
3.5000000000 0.8749972636
3.5000000000 0.3828196830
3.5000000000 0.8269407066
3.5000000000 0.5008842103
3.6000000000 0.8954761193
3.6000000000 0.3369551006
3.6000000000 0.8042988988
3.6000000000 0.5666478487
3.6000000000 0.8840090313
3.6000000000 0.3691334299
3.6000000000 0.8383461870
3.6000000000 0.4878786879
3.6000000000 0.8994710657
3.6000000000 0.3255223237
3.6000000000 0.7904071457
3.6000000000 0.5963892829
3.6000000000 0.8665527821
3.6000000000 0.4163006086
3.6000000000 0.8747798828
3.6000000000 0.3943441421
3.6000000000 0.8598126229
3.6000000000 0.4339255551
3.6000000000 0.8842830038
3.6000000000 0.3683756627
3.6000000000 0.8376301218
3.6000000000 0.4896212431
3.6000000000 0.8996122131
3.6000000000 0.3251162850
3.6000000000 0.7898964705
3.6000000000 0.5974561311
3.6000000000 0.8658082890
3.6000000000 0.4182634644
3.6000000000 0.8759488995
3.6000000000 0.3911847298
3.6000000000 0.8573732531
3.6000000000 0.4402236886
3.6000000000 0.8871364533
